Tweet Text,Clean Tweet Text,Label,Tweet ID,Type,Author Name,Author Username,Creation Time,Reply Count,Retweet Count,Quote Count,Like Count,View Count,Bookmark Count,Language,Possibly Sensitive,Source,Hashtags,Tweet URL,Media Type,Media URLs,External URLs
"We're getting our first look at the devastation in Western NC, what officials are now calling ""Buncombe County's own Hurricane Katrina.""
County Emergency Management held a press conference this afternoon, calling the damage ""biblical."" Here's what we learned:",were getting our first look at the devastation in western nc what officials are now calling buncombe countys own hurricane katrina county emergency management held a press conference this afternoon calling the damage biblical heres what we learned,0,1840137934613426685,Tweet,Eric Miller,EricMillerNews,"9/28/2024, 2:14:06 PM",325,5284,318,27010,3471081,2156,en,No,hurricane,,https://x.com/EricMillerNews/status/1840137934613426685,,,
"Hey folks.

Unfortunately LGR will be postponed for a good while I feel.

More details to follow but the hurricane has done *incredible* damage to my place, I won’t be livin there for a bit. Many folks I know have it much worse than I do so please keep Asheville in your thoughts.",hey folks unfortunately lgr will be postponed for a good while i feel more details to follow but the hurricane has done incredible damage to my place i won’t be livin there for a bit many folks i know have it much worse than i do so please keep asheville in your thoughts,1,1839658547010732356,Tweet,LGR,lazygamereviews,"9/27/2024, 6:29:11 AM",890,1529,114,21576,921722,727,en,No,hurricane,,https://x.com/lazygamereviews/status/1839658547010732356,,,
"One more Saturday Night from a rain soaked Tennessee.
Please remember and pray for all the folks affected by the hurricane.

Up tonight is 11-17-72 from Wichita, KS.

The fall 72 tour is overshadowed by the great Spring Europe run and of course, the monster Veneta show. It’s too",one more saturday night from a rain soaked tennessee please remember and pray for all the folks affected by the hurricane up tonight is 111772 from wichita ks the fall 72 tour is overshadowed by the great spring europe run and of course the monster veneta show it’s too,0,1840177036972670999,Tweet,Darkstar,ChinaRider82772,"9/28/2024, 4:49:29 PM",5,0,0,38,381,1,en,No,hurricane,,https://x.com/ChinaRider82772/status/1840177036972670999,,,
"If you’ve lost everything due to the hurricane, I can’t possibly imagine what that’s like. However, I have lost everything before due to different circumstances and trust me it may feel like it’s going to be impossible to recover and that’s because it is.",if you’ve lost everything due to the hurricane i can’t possibly imagine what that’s like however i have lost everything before due to different circumstances and trust me it may feel like it’s going to be impossible to recover and that’s because it is,0,1840179600187400598,Tweet,Dalton Pruitt,daltonleepruitt,"9/28/2024, 4:59:40 PM",1,1,0,37,1054,0,en,No,hurricane,,https://x.com/daltonleepruitt/status/1840179600187400598,,,
Before I start spewing my unhinged football takes - I must say I am so sad about all of the hurricane damage and flooding. Watching videos of houses floating away - my gosh how devastating. My family took a lot of damage in Florida and NC. Thankfully they are all okay. ❤️,before i start spewing my unhinged football takes i must say i am so sad about all of the hurricane damage and flooding watching videos of houses floating away my gosh how devastating my family took a lot of damage in florida and nc thankfully they are all okay ❤️,0,1840171383860392075,Tweet,𝔹𝕦𝕔𝕜𝕖𝕪𝕖 𝔹𝕚𝕫,buckeyenichole,"9/28/2024, 4:27:01 PM",0,0,0,30,854,0,en,No,hurricane,,https://x.com/buckeyenichole/status/1840171383860392075,,,
"“Well they shouldn’t live in a hurricane zone”

My brother in cheez-its, all other issues aside, *everywhere* is now a hurricane zone.",“well they shouldn’t live in a hurricane zone” my brother in cheezits all other issues aside everywhere is now a hurricane zone,0,1840052381867745342,Tweet,sheologian,sheologian,"9/28/2024, 8:34:09 AM",253,5157,179,47750,611558,612,en,No,hurricane,,https://x.com/sheologian/status/1840052381867745342,,,
ive had a few customers have karen meltdowns because our service is slow today when we just got hit by a hurricane and half of our staff didnt show up bc of it. i dont get u people,ive had a few customers have karen meltdowns because our service is slow today when we just got hit by a hurricane and half of our staff didnt show up bc of it i dont get u people,0,1840148773357473812,Tweet,rissi / richie 🦧,sorryimrissi,"9/28/2024, 2:57:10 PM",3,0,0,24,362,0,en,No,hurricane,,https://x.com/sorryimrissi/status/1840148773357473812,,,
Last hurricane update: holy trinity of power internet and water has been restored! Can't wait for that fema check to pay for all the food I just bought last week that's all going in the trash!,last hurricane update holy trinity of power internet and water has been restored cant wait for that fema check to pay for all the food i just bought last week thats all going in the trash,1,1840166386271695318,Tweet,Lane 8 Approved Super Fan,DPDragon,"9/28/2024, 4:07:09 PM",2,0,0,18,512,0,en,No,hurricane,,https://x.com/DPDragon/status/1840166386271695318,,,
"As many of you know, I live in the beach. We were hit by a major hurricane several nights ago. I sent Britt elsewhere, I stayed. The damage to the beach and exterior of our building is hard to wrap my head around. The storm surge &amp; waves threw around 2000 lb cement slabs like",as many of you know i live in the beach we were hit by a major hurricane several nights ago i sent britt elsewhere i stayed the damage to the beach and exterior of our building is hard to wrap my head around the storm surge amp waves threw around 2000 lb cement slabs like,1,1840161291996147967,Tweet,The Beauty of Autism,AutismJournal,"9/28/2024, 3:46:55 PM",7,2,1,22,1381,0,en,No,hurricane,,https://x.com/AutismJournal/status/1840161291996147967,,,
"We were considering Ashville as a retirement destination 

The destruction is unfathomable 

And another projected hurricane on a similar path for next week is just brutal",we were considering ashville as a retirement destination the destruction is unfathomable and another projected hurricane on a similar path for next week is just brutal,0,1840162108589129879,Tweet,DCP,Dcpcooks,"9/28/2024, 3:50:09 PM",8,0,0,36,4873,0,en,No,hurricane,,https://x.com/Dcpcooks/status/1840162108589129879,,,
"My dad was in Linville Falls area at his house during the hurricane. Like so many, we lost contact with him for over 24 hours.  We are one of the very few lucky ones who were able to get him (that's a very long story for another day) 1/2",my dad was in linville falls area at his house during the hurricane like so many we lost contact with him for over 24 hours we are one of the very few lucky ones who were able to get him thats a very long story for another day 12,1,1840148166747845075,Tweet,Molly Cotten,MollyESPN730,"9/28/2024, 2:54:45 PM",2,5,0,63,7248,0,en,No,hurricane,,https://x.com/MollyESPN730/status/1840148166747845075,,,
"I got home 90 mins ago. I had to come back after the hurricane due to my dad and his drama. He’ll be here tomorrow night. Once he leaves to go back to SC, I’ll be leaving Tuesday to help out with the recovery and cleanup in NC and/or TN. 

I have the time off so I have to help.",i got home 90 mins ago i had to come back after the hurricane due to my dad and his drama he’ll be here tomorrow night once he leaves to go back to sc i’ll be leaving tuesday to help out with the recovery and cleanup in nc andor tn i have the time off so i have to help,0,1840161010423841193,Tweet,The Meteorological Eclipse,reid_lt,"9/28/2024, 3:45:48 PM",0,1,0,23,1206,0,en,No,hurricane,,https://x.com/reid_lt/status/1840161010423841193,,,
"Notice that a hurricane never *moves* toward land, or *races* toward land; they always *barrel.* Not sure how that became the go-to word.",notice that a hurricane never moves toward land or races toward land they always barrel not sure how that became the goto word,0,1839264758840643648,Tweet,Stephen King,StephenKing,"9/26/2024, 4:24:25 AM",1267,456,85,7567,478517,64,en,No,hurricane,,https://x.com/StephenKing/status/1839264758840643648,,,
"I’m so devastated and sad for my mom’s best friend. She and her husband lost their son in a motorcycle accident two years ago and their daughter lost her life in a tragic accident in the hurricane yesterday. Please if you pray, pray for her family right now. Unimaginable loss. 💔",i’m so devastated and sad for my mom’s best friend she and her husband lost their son in a motorcycle accident two years ago and their daughter lost her life in a tragic accident in the hurricane yesterday please if you pray pray for her family right now unimaginable loss 💔,0,1840162037873422545,Tweet,Heather 🫶🏼🖤💛,MrsSqd,"9/28/2024, 3:49:53 PM",50,5,2,175,5239,0,en,No,hurricane,,https://x.com/MrsSqd/status/1840162037873422545,,,
Don’t get high and read hurricane news 👍,don’t get high and read hurricane news 👍,0,1840147758222848121,Tweet,regan,unclehaver,"9/28/2024, 2:53:08 PM",1,0,0,17,586,0,en,No,hurricane,,https://x.com/unclehaver/status/1840147758222848121,,,
YESSSS ARIC,yessss aric,0,1840159459110466004,Tweet,Hurricane,Race_Hurricane,"9/28/2024, 3:39:38 PM",0,0,0,2,22,0,en,No,hurricane,,https://x.com/Race_Hurricane/status/1840159459110466004,,,
My city got absolutely ravaged by the hurricane. Doesn’t look like there will be power there for at least a week. I packed up the dog and went to my dads. I am safe now. It warms my heart that so many people reached out to check on me. I am safe now. Thank you all.,my city got absolutely ravaged by the hurricane doesn’t look like there will be power there for at least a week i packed up the dog and went to my dads i am safe now it warms my heart that so many people reached out to check on me i am safe now thank you all,1,1840179411007541478,Tweet,Some Man,SomeManTTV,"9/28/2024, 4:58:55 PM",14,0,0,74,2648,0,en,No,hurricane,,https://x.com/SomeManTTV/status/1840179411007541478,,,
"Hope you &amp; yours are okay, @MicahHanks - can’t imagine what it’s like to be in the path of a hurricane.",hope you amp yours are okay micahhanks can’t imagine what it’s like to be in the path of a hurricane,0,1840149614219145466,Tweet,Graeme Rendall,Borders750,"9/28/2024, 3:00:31 PM",2,0,0,24,1308,0,en,No,hurricane,,https://x.com/Borders750/status/1840149614219145466,,,
Why do you live in Florida if you don’t have hurricane / flood insurance? Genuinely asking.,why do you live in florida if you don’t have hurricane flood insurance genuinely asking,0,1840153417400103038,Tweet,mike pencil,thecavemommy,"9/28/2024, 3:15:37 PM",2,0,0,10,700,0,en,No,hurricane,,https://x.com/thecavemommy/status/1840153417400103038,,,
Holy shit guys you hear about this hurricane,holy shit guys you hear about this hurricane,0,1840163436468285750,Tweet,kadin,pinkcloudbummer,"9/28/2024, 3:55:26 PM",2,0,0,8,329,0,en,No,hurricane,,https://x.com/pinkcloudbummer/status/1840163436468285750,,,
"I was stranded on the side of the road with no gas or cell service in the middle of nowhere for 4 hour. No gas stations have been open or able to give me gas because of the Hurricane. 

I was going between SOS and 1 bar on my phone 🙂 and hardly able to send texts",i was stranded on the side of the road with no gas or cell service in the middle of nowhere for 4 hour no gas stations have been open or able to give me gas because of the hurricane i was going between sos and 1 bar on my phone 🙂 and hardly able to send texts,1,1840156398639784344,Tweet,GHOST Artemis 👻,ArtemisFrostt,"9/28/2024, 3:27:28 PM",8,1,0,31,1331,1,en,No,hurricane,,https://x.com/ArtemisFrostt/status/1840156398639784344,,,
bruh being in college in a place where people are weird about the south is especially difficult when there is stuff like a hurricane because i keep having Big Emotions over it and getting crazy texts/pictures/videos from my family and people just don’t understand!!!!!,bruh being in college in a place where people are weird about the south is especially difficult when there is stuff like a hurricane because i keep having big emotions over it and getting crazy textspicturesvideos from my family and people just don’t understand,0,1840151197639909733,Tweet,alyx! 🐾🎱 met D&P(ete),whinymike,"9/28/2024, 3:06:48 PM",2,1,0,9,288,0,en,No,hurricane,,https://x.com/whinymike/status/1840151197639909733,,,
